loan_id,amount,tenure,status,start_date,dpd,person_id
LN56250,36983,24,closed,2022-04-22,48,P032026
LN67034,285518,12,closed,2020-02-16,77,P032027
LN32402,235151,24,default,2022-03-23,80,P032028
LN58003,36821,24,closed,2021-05-07,90,P032029
LN65590,228106,12,active,2021-08-11,83,P032030
LN96145,362890,36,closed,2022-04-16,43,P032031
LN28954,140528,36,closed,2024-03-08,22,P032032
LN46057,303555,6,closed,2023-02-20,62,P032033
LN86539,242454,24,active,2021-12-10,35,P032034
LN63838,278801,12,default,2024-11-16,19,P032035
LN68621,120897,24,closed,2024-07-17,14,P032036
LN80321,237092,12,default,2024-12-17,0,P032037
LN93791,142988,24,default,2022-05-07,32,P032038
LN69621,262213,36,active,2021-01-22,37,P032039
LN74683,194985,6,closed,2022-02-20,15,P032040
LN93212,368050,12,active,2021-01-23,78,P032041
LN66631,71640,36,active,2022-09-08,41,P032042
LN22510,320152,24,active,2024-10-20,47,P032043
LN40474,240491,36,closed,2023-08-26,66,P032044
LN30493,202841,6,closed,2020-04-24,8,P032045
LN41433,45603,36,default,2023-07-19,39,P032046
LN51373,109411,12,closed,2021-12-14,10,P032047
LN61824,92774,12,closed,2020-12-23,2,P032048
LN92071,254146,24,active,2020-03-06,51,P032049
LN44836,202600,36,default,2024-10-10,88,P032050
LN93366,80339,36,default,2023-02-14,54,P032051
LN82813,37871,36,default,2024-01-08,30,P032052
LN57520,278947,36,active,2021-10-17,49,P032053
LN38495,346697,36,closed,2024-06-03,23,P032054
LN82495,10222,12,active,2023-10-28,59,P032055
LN11574,316566,12,active,2021-02-23,13,P032056
LN68160,35303,6,closed,2020-10-08,70,P032057
LN85757,37105,24,active,2021-03-28,32,P032058
LN18153,41721,6,default,2021-02-22,88,P032059
LN21451,216751,36,active,2020-02-06,65,P032060
LN45382,20294,36,closed,2021-11-10,19,P032061
LN68751,371274,6,closed,2023-03-26,42,P032062
LN39243,99207,24,default,2021-12-02,54,P032063
LN29260,72814,24,default,2022-01-12,32,P032064
LN19764,154614,12,active,2022-05-09,37,P032065
LN39621,105908,12,active,2021-02-23,79,P032066
LN24550,392977,12,default,2024-09-16,13,P032067
LN20672,478712,24,default,2022-09-16,46,P032068
LN27067,325215,24,default,2021-02-08,39,P032069
LN21211,176215,24,active,2024-03-20,42,P032070
LN86741,311168,6,closed,2021-11-09,11,P032071
LN96699,420202,12,closed,2021-02-05,48,P032072
LN12312,89820,36,default,2021-05-07,87,P032073
LN58416,417518,36,active,2023-06-22,73,P032074
LN34488,95995,12,default,2023-07-06,34,P032075
LN35334,322332,24,active,2020-02-05,0,P032076
LN33601,101929,36,default,2023-04-17,33,P032077
LN93017,44330,36,default,2022-10-07,42,P032078
LN27677,262918,24,closed,2022-10-23,8,P032079
LN81905,37491,36,active,2022-10-11,31,P032080
LN51354,251299,24,closed,2022-10-06,71,P032081
LN62365,18106,12,default,2020-03-10,40,P032082
LN84958,256680,6,active,2022-08-11,49,P032083
LN50806,494651,6,default,2022-12-23,50,P032084
LN51444,381939,12,active,2023-07-08,43,P032085
LN54920,181095,6,active,2020-04-07,18,P032086
LN73729,22769,24,active,2023-11-04,10,P032087
LN61305,403544,6,default,2022-08-01,75,P032088
LN85642,274056,12,closed,2023-07-26,9,P032089
LN99837,375736,12,default,2024-01-03,27,P032090
LN46439,118353,36,closed,2023-01-15,76,P032091
LN83297,289101,36,closed,2023-01-08,20,P032092
LN41848,255427,12,active,2024-05-23,69,P032093
LN29408,460501,36,active,2021-02-22,58,P032094
LN43158,223649,12,closed,2021-04-06,43,P032095
LN12422,380039,36,active,2020-11-02,13,P032096
LN86027,334209,6,active,2024-09-21,54,P032097
LN79294,295132,12,active,2020-01-17,30,P032098
LN83280,248441,24,closed,2021-06-20,49,P032099
LN96748,40856,6,default,2024-07-02,12,P032100
LN76207,344807,24,closed,2022-11-07,28,P032101
LN21153,55882,12,active,2022-06-16,22,P032102
LN61894,303674,12,active,2021-07-27,89,P032103
LN93994,378617,36,default,2024-07-11,60,P032104
LN70429,131102,6,closed,2024-01-16,68,P032105
LN60555,366221,6,default,2023-07-15,49,P032106
LN26476,292090,12,closed,2023-06-10,54,P032107
LN41382,188862,36,closed,2023-03-20,73,P032108
LN11661,52877,24,closed,2020-10-23,67,P032109
LN66806,377575,12,active,2020-12-17,63,P032110
LN73181,172122,6,closed,2021-08-20,56,P032111
LN87283,295823,6,default,2021-04-09,56,P032112
LN69309,298908,24,active,2023-10-12,54,P032113
LN23487,469203,24,active,2022-08-07,68,P032114
LN21240,431576,24,active,2023-11-17,84,P032115
LN45985,58621,36,closed,2022-01-11,88,P032116
LN20651,359111,12,closed,2024-01-27,87,P032117
LN48310,377541,12,closed,2021-09-06,70,P032118
LN28938,446667,6,closed,2020-02-04,82,P032119
LN76939,336966,24,active,2023-04-19,25,P032120
LN95461,88959,24,active,2022-03-16,39,P032121
LN22182,113601,24,active,2023-11-09,27,P032122
LN80311,363922,6,closed,2024-10-14,21,P032123
LN48119,212074,6,closed,2020-11-21,85,P032124
LN99110,42035,12,active,2023-10-18,8,P032125
LN30735,175640,36,active,2024-06-24,68,P032126
LN18646,228434,6,closed,2020-11-11,55,P032127
LN17744,332037,36,active,2020-02-23,84,P032128
LN72164,138967,12,default,2024-08-13,21,P032129
LN91646,21118,36,active,2021-11-12,8,P032130
LN91226,294137,24,active,2021-05-18,86,P032131
LN72557,396212,24,closed,2024-08-23,66,P032132
LN29227,315203,36,default,2023-04-22,71,P032133
LN56202,110254,6,default,2022-06-01,12,P032134
LN24375,42190,36,closed,2021-03-28,44,P032135
LN94381,485092,24,closed,2021-07-14,60,P032136
LN70582,450190,36,active,2021-03-19,74,P032137
LN69317,412392,12,active,2022-03-08,25,P032138
LN34709,59655,36,default,2024-08-23,69,P032139
LN68969,460966,12,closed,2020-02-03,8,P032140
LN66554,217453,6,default,2021-05-13,0,P032141
LN93521,146487,6,active,2024-11-13,49,P032142
LN45599,406509,36,default,2023-01-13,60,P032143
LN78394,118057,36,default,2022-06-07,76,P032144
LN52089,118964,12,closed,2020-06-21,30,P032145
LN33979,250137,36,active,2023-07-11,73,P032146
LN59259,270789,12,default,2020-01-19,19,P032147
LN47667,463864,12,active,2020-12-24,79,P032148
LN37759,269198,24,default,2021-01-01,85,P032149
LN47122,475998,6,closed,2023-08-16,52,P032150
LN70415,213141,24,closed,2023-09-08,90,P032151
LN61984,358374,6,default,2022-09-21,37,P032152
LN57605,88871,6,closed,2021-08-04,24,P032153
LN38519,464470,36,active,2020-05-25,51,P032154
LN76352,220088,36,closed,2020-11-18,31,P032155
LN33598,150959,6,closed,2023-07-28,80,P032156
LN57319,247216,24,default,2024-09-07,59,P032157
LN17135,439558,24,default,2022-03-10,88,P032158
LN79183,90938,36,active,2024-12-05,24,P032159
LN65675,261068,24,default,2022-06-10,65,P032160
LN73082,191312,24,closed,2020-12-07,3,P032161
LN40172,352652,36,default,2022-08-06,41,P032162
LN37148,315936,6,closed,2020-09-19,8,P032163
LN22111,348946,6,active,2023-01-13,67,P032164
LN22427,182489,24,default,2022-04-26,31,P032165
LN76905,115366,6,active,2021-08-15,83,P032166
LN50976,163871,24,closed,2023-08-03,41,P032167
LN88134,49425,24,active,2023-06-25,39,P032168
LN74212,405050,12,active,2021-07-22,17,P032169
LN98964,69507,36,closed,2021-07-27,26,P032170
LN17385,183494,24,default,2024-09-08,41,P032171
LN78338,113219,36,default,2022-12-02,40,P032172
LN49857,185192,6,active,2024-03-10,25,P032173
LN38117,392669,6,closed,2022-08-09,29,P032174
LN59425,91229,6,active,2021-01-11,62,P032175
LN22657,398678,24,closed,2020-04-17,1,P032176
LN26110,112439,6,active,2022-03-04,72,P032177
LN69009,435634,24,closed,2021-05-12,51,P032178
LN85765,53990,36,closed,2020-05-22,5,P032179
LN49048,390049,12,default,2020-03-22,16,P032180
LN56688,261128,6,active,2020-04-20,75,P032181
LN37856,17864,12,closed,2024-01-17,28,P032182
LN25693,409183,12,closed,2023-03-05,44,P032183
LN41847,482760,24,default,2023-02-23,7,P032184
LN17565,361492,24,active,2020-01-08,13,P032185
LN48491,202038,24,closed,2020-09-12,34,P032186
LN59954,162530,12,active,2022-11-26,84,P032187
LN52027,297626,36,active,2020-07-18,2,P032188
LN71443,325381,36,default,2024-04-18,28,P032189
LN90471,407185,24,active,2021-08-14,75,P032190
LN98457,219314,6,active,2022-11-04,31,P032191
LN38081,157467,36,closed,2024-06-19,58,P032192
LN88388,132105,12,default,2020-11-22,9,P032193
LN47640,449482,24,closed,2022-02-19,2,P032194
LN98851,312457,6,active,2023-09-03,46,P032195
LN20992,189947,36,default,2021-12-22,50,P032196
LN42617,310774,36,closed,2023-01-14,60,P032197
LN79368,190661,6,closed,2020-11-28,24,P032198
LN79851,20797,6,active,2021-12-17,88,P032199
LN76854,263505,36,active,2020-10-24,89,P032200
LN56758,488216,12,closed,2021-09-08,51,P032201
LN17022,173437,36,default,2020-11-19,9,P032202
LN31693,161758,6,active,2022-06-18,11,P032203
LN29133,489139,24,closed,2020-03-03,82,P032204
LN45115,455138,12,active,2022-02-16,20,P032205
LN22036,489881,24,closed,2022-05-16,36,P032206
LN75447,480184,36,default,2021-02-19,60,P032207
LN43485,135419,24,active,2022-09-20,23,P032208
LN10134,69201,6,default,2022-06-27,65,P032209
LN95041,246139,24,closed,2022-10-13,60,P032210
LN79640,81943,12,active,2021-01-18,89,P032211
LN41326,485839,36,active,2023-01-02,27,P032212
LN23342,197104,6,default,2024-02-25,76,P032213
LN27352,230838,36,closed,2020-12-18,74,P032214
LN26877,103181,12,closed,2024-09-09,31,P032215
LN15970,301593,36,default,2020-03-18,88,P032216
LN45011,77340,36,closed,2024-10-24,47,P032217
LN13464,479107,6,closed,2024-12-13,66,P032218
LN91066,435821,12,default,2024-11-26,69,P032219
LN66512,269083,12,closed,2020-10-15,14,P032220
LN59621,482549,24,active,2021-10-23,14,P032221
LN86589,433185,36,default,2024-01-25,29,P032222
LN46896,375934,24,default,2020-01-08,34,P032223
LN96621,60667,6,default,2020-03-22,43,P032224
LN45669,160013,36,closed,2023-04-02,14,P032225
LN44057,267555,24,default,2024-07-18,65,P032226
LN62260,477176,6,default,2023-07-24,50,P032227
LN25864,128878,6,closed,2024-11-12,27,P032228
LN73037,17347,12,default,2020-09-20,35,P032229
LN39229,497116,6,active,2024-01-06,72,P032230
LN17206,99113,36,default,2021-07-17,60,P032231
LN67240,123130,12,default,2021-07-09,54,P032232
LN29248,168012,12,default,2023-12-19,89,P032233
LN26396,291709,12,active,2024-12-06,54,P032234
LN19702,242117,6,active,2022-11-01,19,P032235
LN28281,211645,36,closed,2021-03-08,16,P032236
LN26735,100741,24,active,2020-08-04,4,P032237
LN36340,240985,6,default,2024-04-22,34,P032238
LN10615,478015,12,active,2020-04-18,7,P032239
LN72354,380804,12,active,2022-03-14,23,P032240
LN77699,88986,24,closed,2022-11-26,71,P032241
LN69613,471095,6,default,2020-08-01,58,P032242
LN75450,490344,24,active,2023-11-25,69,P032243
LN81336,494326,6,default,2020-08-11,66,P032244
LN46253,421976,12,default,2023-04-03,67,P032245
LN89642,360311,36,active,2023-10-01,80,P032246
LN84793,241450,24,active,2022-06-21,43,P032247
LN63221,183800,12,default,2021-06-13,69,P032248
LN78384,496525,36,closed,2023-04-13,79,P032249
LN73685,166573,24,closed,2022-09-19,5,P032250
LN69376,342039,12,default,2022-01-26,38,P032251
LN70674,354937,24,default,2023-01-03,19,P032252
LN32245,276059,6,default,2023-01-27,88,P032253
LN37376,199358,36,closed,2023-03-11,32,P032254
LN41839,214378,12,default,2020-10-07,71,P032255
LN35412,441136,12,default,2021-01-05,21,P032256
LN89052,312813,36,closed,2022-01-17,0,P032257
LN63483,23391,36,closed,2023-12-22,59,P032258
LN69688,378408,36,active,2023-09-15,81,P032259
LN49749,355040,24,closed,2024-03-04,9,P032260
LN60318,358067,6,closed,2023-03-22,48,P032261
LN21926,300270,6,active,2024-04-16,44,P032262
LN53710,159282,24,closed,2021-11-17,1,P032263
LN88323,43817,24,closed,2021-03-11,83,P032264
LN32053,164729,6,active,2020-08-08,77,P032265
LN32520,201477,12,closed,2020-08-07,51,P032266
LN87947,446972,24,default,2022-01-17,51,P032267
LN75925,330454,6,active,2022-01-19,79,P032268
LN91909,58388,36,closed,2022-05-19,7,P032269
LN35532,83788,36,default,2024-08-25,50,P032270
LN73913,61279,6,default,2023-12-15,42,P032271
LN29050,182058,6,closed,2023-06-03,54,P032272
LN48842,291795,36,closed,2021-10-07,26,P032273
LN29824,330879,12,closed,2024-11-20,78,P032274
LN57472,439407,12,default,2022-06-21,87,P032275
LN14906,455863,24,default,2024-08-19,48,P032276
LN72399,156542,6,active,2023-12-10,87,P032277
LN71675,370221,12,closed,2021-12-28,44,P032278
LN76767,282638,6,active,2022-01-05,47,P032279
LN79148,471134,12,active,2024-07-14,58,P032280
LN44706,196633,36,closed,2023-02-07,35,P032281
LN73123,177463,36,active,2021-10-15,27,P032282
LN68297,314706,24,default,2024-04-20,19,P032283
LN38528,430181,36,default,2023-05-16,7,P032284
LN34576,416409,24,active,2020-12-13,87,P032285
LN56860,193944,24,closed,2021-12-23,32,P032286
LN80166,167124,24,closed,2022-03-03,76,P032287
LN98070,133374,6,closed,2020-02-16,15,P032288
LN86583,392270,36,active,2022-05-12,59,P032289
LN10897,396872,24,active,2022-11-21,48,P032290
LN98330,391630,12,closed,2020-04-25,1,P032291
LN51509,364314,6,active,2022-02-17,18,P032292
LN13781,494184,24,active,2020-08-28,66,P032293
LN36104,68140,36,closed,2022-11-26,24,P032294
LN64198,388522,36,active,2021-08-19,37,P032295
LN81154,49861,24,default,2024-09-25,4,P032296
LN21753,297652,12,active,2022-01-20,17,P032297
LN15431,175142,6,closed,2024-04-15,7,P032298
LN15549,431053,6,closed,2020-12-16,80,P032299
LN31177,24531,6,closed,2022-04-13,77,P032300
LN58999,405417,12,default,2023-07-25,2,P032301
LN68639,324918,12,default,2023-12-21,68,P032302
LN50221,57650,6,active,2021-10-17,76,P032303
LN60134,17391,36,default,2021-05-14,47,P032304
LN86976,60791,36,default,2022-11-05,74,P032305
LN24431,115834,24,active,2024-11-11,21,P032306
LN27053,73673,6,closed,2023-08-14,82,P032307
LN36773,186059,6,active,2021-10-08,30,P032308
LN44290,252602,24,closed,2023-02-10,86,P032309
LN33227,215695,36,closed,2021-01-01,72,P032310
LN37006,109355,36,default,2020-02-24,67,P032311
LN46067,410377,36,closed,2022-01-28,78,P032312
LN94899,256709,6,active,2020-02-21,37,P032313
LN17084,337157,36,default,2023-09-24,24,P032314
LN86991,416380,24,active,2022-03-02,37,P032315
LN66123,224795,24,closed,2020-09-25,83,P032316
LN42044,112921,36,default,2022-03-04,75,P032317
LN58189,72848,12,active,2020-02-25,15,P032318
LN14908,250214,6,default,2023-02-15,21,P032319
LN96430,394586,6,active,2024-07-24,27,P032320
LN28581,430033,36,active,2024-08-19,77,P032321
LN29818,435373,36,default,2023-08-19,30,P032322
LN95202,354240,6,default,2023-07-07,30,P032323
LN93427,11427,12,closed,2024-01-13,48,P032324
LN91570,448964,6,closed,2022-03-28,52,P032325
LN73610,91594,6,closed,2024-10-14,54,P032326
LN95286,235753,36,closed,2020-08-26,77,P032327
LN26181,450636,36,closed,2021-07-12,36,P032328
LN79681,249919,24,closed,2023-10-26,90,P032329
LN83639,93330,12,closed,2024-07-11,6,P032330
LN52085,211484,36,active,2023-11-18,87,P032331
LN27734,210166,24,closed,2023-06-10,4,P032332
LN17795,14535,6,active,2022-12-06,29,P032333
LN59387,427881,24,default,2021-02-06,75,P032334
LN11170,222864,36,default,2021-02-09,51,P032335
LN38740,460963,12,active,2021-01-09,85,P032336
LN37909,159948,12,default,2024-11-12,61,P032337
LN97871,159942,12,active,2022-08-25,77,P032338
LN31621,428673,12,active,2024-03-11,29,P032339
LN80921,188010,12,closed,2022-06-01,77,P032340
LN19926,465905,12,active,2024-09-08,27,P032341
LN88537,91237,24,closed,2024-05-26,90,P032342
LN50668,393043,36,closed,2022-09-08,85,P032343
LN31641,56748,24,closed,2021-03-17,63,P032344
LN47514,217056,6,active,2023-10-23,67,P032345
LN83010,128515,24,active,2022-01-23,90,P032346
LN26770,286630,36,default,2021-04-09,81,P032347
LN84797,289868,36,active,2022-06-19,30,P032348
LN16311,162757,6,closed,2023-12-11,4,P032349
LN31344,127242,6,default,2021-08-06,63,P032350
LN24068,403271,24,default,2021-05-24,38,P032351
LN45480,82153,6,default,2020-03-14,12,P032352
LN38868,118607,6,active,2022-02-28,36,P032353
LN87783,66199,12,active,2022-08-18,53,P032354
LN47181,465432,6,default,2024-03-02,30,P032355
LN63762,208444,6,closed,2020-06-26,2,P032356
LN32487,401653,12,active,2024-07-23,53,P032357
LN81191,197544,24,closed,2024-10-18,4,P032358
LN20415,168164,6,closed,2021-05-01,60,P032359
LN62038,80997,6,default,2024-08-17,61,P032360
LN19229,282947,6,closed,2023-02-11,9,P032361
LN34497,174757,36,active,2020-10-20,29,P032362
LN30611,28530,6,active,2023-01-28,17,P032363
LN50921,234654,36,closed,2021-08-13,37,P032364
LN57219,307251,12,default,2021-11-05,48,P032365
LN17650,148210,6,closed,2020-07-17,51,P032366
LN45299,370843,6,closed,2023-12-04,84,P032367
LN49841,405087,36,default,2023-04-19,25,P032368
LN54659,367847,6,default,2020-12-19,34,P032369
LN71519,53017,36,active,2020-12-15,50,P032370
LN35141,193014,12,closed,2021-03-17,40,P032371
LN12294,304407,12,closed,2024-05-15,49,P032372
LN59072,213514,6,closed,2020-02-12,51,P032373
LN59199,181898,6,default,2022-08-13,31,P032374
LN72325,264211,6,default,2023-04-18,40,P032375
LN57661,37856,24,active,2021-01-27,66,P032376
LN28149,479562,6,default,2023-07-11,73,P032377
LN96583,248326,12,default,2020-04-04,39,P032378
LN27495,64236,6,default,2021-11-17,20,P032379
LN64869,253745,36,active,2022-11-06,60,P032380
LN27164,57856,12,active,2024-10-19,83,P032381
LN70641,475976,36,closed,2020-09-12,84,P032382
LN48681,24585,12,default,2024-03-07,6,P032383
LN78048,210158,24,active,2023-07-06,81,P032384
LN11908,60457,24,active,2021-11-08,6,P032385
LN22293,404245,12,active,2022-06-03,25,P032386
LN16756,150953,36,closed,2021-10-23,53,P032387
LN83169,327038,12,closed,2022-08-03,1,P032388
LN21145,83234,12,default,2022-04-04,42,P032389
LN73899,381123,36,default,2021-01-12,23,P032390
LN96313,262866,24,closed,2024-08-16,76,P032391
LN35537,214289,24,closed,2021-01-25,88,P032392
LN16874,450637,12,default,2022-10-01,55,P032393
LN83406,258086,36,default,2020-11-04,42,P032394
LN69372,81656,6,default,2023-06-09,5,P032395
LN54157,13030,24,closed,2022-10-14,3,P032396
LN34827,447490,24,closed,2020-02-21,77,P032397
LN67895,16125,6,active,2022-11-17,35,P032398
LN85763,495843,6,default,2020-11-26,42,P032399
LN14002,47193,12,active,2021-11-10,48,P032400
LN30445,439300,12,closed,2022-12-28,18,P032401
LN64910,228183,24,active,2021-10-23,57,P032402
LN48540,466278,12,active,2022-08-18,43,P032403
LN91227,48245,24,closed,2023-02-14,85,P032404
LN94440,498337,12,default,2021-11-19,38,P032405
LN54995,160138,12,default,2024-12-23,80,P032406
LN63717,174799,24,default,2020-02-03,55,P032407
LN61319,54609,36,default,2022-06-07,29,P032408
LN85406,62038,12,closed,2024-07-03,35,P032409
LN73882,346349,12,active,2024-12-13,25,P032410
LN16189,341941,12,active,2023-01-21,71,P032411
LN86045,265441,36,default,2023-07-07,65,P032412
LN39391,488357,24,closed,2024-03-20,80,P032413
LN73324,453733,12,closed,2021-06-03,84,P032414
LN17432,485004,12,active,2023-04-11,32,P032415
LN38330,442024,36,closed,2022-11-13,60,P032416
LN60334,194790,12,active,2023-02-16,40,P032417
LN41441,326022,24,active,2023-07-09,69,P032418
LN21921,469908,12,active,2020-09-25,1,P032419
LN55740,444330,36,default,2020-01-03,57,P032420
LN31833,266532,24,default,2020-04-07,57,P032421
LN56203,169696,12,active,2020-10-06,50,P032422
LN48639,469512,36,default,2022-04-28,73,P032423
LN28862,479930,12,closed,2020-08-27,42,P032424
LN76696,75425,6,default,2023-05-10,31,P032425
LN25566,352265,12,default,2020-02-03,43,P032426
LN72041,364111,36,closed,2020-02-07,53,P032427
LN52425,478720,24,closed,2020-04-07,6,P032428
LN98719,485925,36,closed,2023-05-17,68,P032429
LN65720,377361,24,active,2023-02-07,16,P032430
LN37189,331369,12,closed,2021-10-16,45,P032431
LN68295,60390,12,active,2021-04-07,25,P032432
LN29956,214512,12,default,2023-06-15,78,P032433
LN33684,152507,12,default,2024-05-15,52,P032434
LN30333,105998,6,default,2022-06-19,84,P032435
LN85192,436311,12,closed,2022-08-07,5,P032436
LN27674,385098,12,active,2021-01-13,41,P032437
LN84538,294271,36,default,2021-02-22,48,P032438
LN76588,220696,24,closed,2024-07-13,41,P032439
LN69747,276787,12,default,2020-04-03,20,P032440
LN61199,201741,24,closed,2023-07-20,49,P032441
LN59783,471554,6,active,2024-06-22,89,P032442
LN88181,148417,24,default,2022-11-20,71,P032443
LN47046,122795,12,active,2023-06-23,17,P032444
LN18166,200362,6,closed,2020-06-27,56,P032445
LN35211,460037,24,active,2022-03-20,22,P032446
LN25524,310228,6,active,2024-03-21,2,P032447
LN88163,117563,12,active,2020-04-15,6,P032448
LN12381,108648,24,default,2023-02-26,7,P032449
LN13962,252569,36,closed,2022-07-19,58,P032450
LN45248,379551,24,default,2024-10-12,0,P032451
LN37127,456441,36,closed,2020-11-08,68,P032452
LN49473,169020,24,active,2023-09-16,23,P032453
LN47542,273922,36,closed,2020-07-28,42,P032454
LN12504,265022,6,default,2023-12-08,43,P032455
LN22956,85532,36,active,2024-06-14,71,P032456
LN73079,451294,24,active,2022-12-02,64,P032457
LN19423,390986,36,closed,2023-02-07,56,P032458
LN55064,478638,24,active,2021-09-03,55,P032459
LN28025,58774,36,closed,2021-08-12,68,P032460
LN75130,153745,36,active,2021-06-14,11,P032461
LN48782,176464,24,closed,2024-01-01,5,P032462
LN53904,197452,24,closed,2024-12-16,14,P032463
LN24825,409152,6,active,2023-01-27,65,P032464
LN45405,64405,36,default,2022-02-14,11,P032465
LN39355,218219,12,default,2022-12-21,84,P032466
LN98239,268986,12,default,2021-04-02,46,P032467
LN52024,48637,36,default,2021-12-01,13,P032468
LN13150,277350,6,closed,2021-11-10,3,P032469
LN25921,261445,6,closed,2021-07-02,13,P032470
LN91394,208917,36,active,2022-11-25,77,P032471
LN33310,233055,24,default,2023-05-15,43,P032472
LN75586,229927,6,active,2021-03-09,30,P032473
LN10143,474480,24,closed,2024-03-17,24,P032474
LN65648,259473,12,default,2024-07-26,28,P032475
LN38044,412208,24,default,2024-02-20,50,P032476
LN51372,189774,24,closed,2020-09-22,12,P032477
LN30538,260809,6,closed,2020-09-10,45,P032478
LN39156,291813,36,active,2023-06-21,70,P032479
LN29227,489726,24,closed,2021-04-20,90,P032480
LN52996,369306,12,default,2021-06-27,46,P032481
LN41112,228990,12,active,2023-12-24,5,P032482
LN87034,137753,6,closed,2024-05-03,52,P032483
LN90390,372755,12,closed,2021-11-04,55,P032484
LN67041,283388,24,active,2021-04-28,90,P032485
LN26568,251259,24,closed,2020-07-01,10,P032486
LN24887,114576,6,closed,2023-06-03,48,P032487
LN55478,23167,24,active,2024-05-16,84,P032488
LN49733,272037,24,default,2022-07-13,76,P032489
LN56587,144948,36,default,2021-01-28,70,P032490
LN25595,486244,24,active,2020-02-04,13,P032491
LN98740,236359,24,active,2020-03-14,79,P032492
LN16555,22805,36,closed,2024-03-09,35,P032493
LN82238,370605,24,active,2023-03-04,70,P032494
LN38357,466345,24,active,2022-01-14,24,P032495
LN13918,241280,24,active,2024-12-21,68,P032496
LN56662,169442,24,closed,2022-06-05,86,P032497
LN19167,81427,12,default,2021-02-06,4,P032498
LN33446,228700,12,closed,2022-06-16,34,P032499
LN34940,199389,12,closed,2024-11-18,81,P032500
LN44469,246628,24,default,2020-04-21,23,P032501
LN26080,170484,24,closed,2023-03-03,58,P032502
LN15813,323858,36,default,2024-04-08,52,P032503
LN68355,419637,12,closed,2022-02-02,76,P032504
LN63494,394871,6,default,2020-10-19,1,P032505
LN87895,409800,36,closed,2022-11-04,86,P032506
LN57324,444313,24,default,2021-07-26,70,P032507
LN28994,200252,6,active,2021-07-22,41,P032508
LN14472,293967,12,closed,2022-02-04,15,P032509
LN57569,487382,6,default,2021-10-24,25,P032510
LN76941,328447,36,closed,2023-05-17,44,P032511
LN95784,462410,12,active,2021-07-21,60,P032512
LN51183,239920,12,default,2021-01-12,34,P032513
LN31803,367325,12,default,2022-08-16,26,P032514
LN66198,58016,24,closed,2021-12-08,50,P032515
LN19432,74959,36,default,2022-06-07,64,P032516
LN16525,46771,6,closed,2023-06-18,5,P032517
LN64912,442425,12,default,2024-06-23,83,P032518
LN45023,225697,6,closed,2022-03-15,10,P032519
LN79554,480339,24,default,2022-04-21,48,P032520
LN54887,34398,6,active,2022-12-18,66,P032521
LN22231,50004,36,default,2021-07-26,74,P032522
LN36080,123124,12,closed,2022-03-24,44,P032523
LN79346,167932,24,closed,2020-07-15,31,P032524
LN90214,289244,36,closed,2023-04-01,82,P032525
LN80536,493100,6,closed,2020-09-10,58,P032526
LN36461,383684,36,active,2022-08-28,33,P032527
LN20116,261146,12,closed,2022-09-07,73,P032528
LN25942,328447,24,closed,2022-03-22,17,P032529
LN28136,268881,24,closed,2022-11-05,36,P032530
LN90160,394591,6,default,2022-09-24,31,P032531
LN64144,492783,6,active,2022-11-11,76,P032532
LN83312,432342,12,active,2022-04-14,9,P032533
LN33904,48639,6,closed,2023-01-17,62,P032534
LN16304,394864,24,closed,2024-08-17,19,P032535
LN68371,423159,6,closed,2022-11-16,30,P032536
LN91878,170320,24,closed,2022-05-15,55,P032537
LN15865,241507,6,default,2024-08-10,58,P032538
LN23788,259878,36,active,2022-12-21,15,P032539
LN83853,487108,36,active,2022-02-21,17,P032540
LN43194,89163,6,closed,2023-10-18,74,P032541
LN38747,471986,6,default,2023-06-16,3,P032542
LN42066,211771,12,active,2022-05-14,29,P032543
LN44061,213415,12,default,2022-07-15,2,P032544
LN69685,211521,12,closed,2023-02-19,48,P032545
LN59349,162500,6,default,2024-02-13,75,P032546
LN57281,426429,36,active,2020-03-23,30,P032547
LN64400,313979,12,active,2022-07-18,36,P032548
LN72916,324801,12,default,2020-02-24,9,P032549
LN79520,462286,6,closed,2021-06-19,85,P032550
LN29808,195553,36,closed,2024-09-22,63,P032551
LN43548,411980,12,active,2022-12-25,67,P032552
LN62683,485394,6,default,2021-11-04,2,P032553
LN79185,203029,12,closed,2023-02-06,84,P032554
LN30497,249244,6,active,2021-08-25,14,P032555
LN37024,193640,36,active,2023-08-01,57,P032556
LN31174,196435,36,closed,2021-06-28,56,P032557
LN84783,267710,36,closed,2024-09-06,57,P032558
LN14181,337716,24,closed,2022-11-17,1,P032559
LN85232,409555,6,default,2022-02-20,78,P032560
LN91737,408841,24,default,2020-12-26,51,P032561
LN41055,198102,36,closed,2021-10-07,28,P032562
LN94214,258939,24,closed,2021-01-28,83,P032563
LN99322,496725,36,active,2022-07-27,55,P032564
LN87793,220733,6,default,2021-01-18,88,P032565
LN47131,387830,12,default,2024-10-02,82,P032566
LN86893,431179,36,active,2020-12-15,27,P032567
LN80694,293653,24,closed,2023-11-04,70,P032568
LN22759,125693,36,default,2020-03-18,10,P032569
LN82665,147107,6,default,2023-07-28,80,P032570
LN12232,393883,6,closed,2022-05-26,69,P032571
LN54922,375248,24,closed,2024-05-16,44,P032572
LN37991,178022,24,active,2021-06-25,27,P032573
LN98404,275535,36,default,2023-10-27,49,P032574
LN63901,295331,24,closed,2022-03-20,45,P032575
